Plate	Repeat	End time	Start temp.	End temp.	BarCode																		 
1	1	9:08:34 PM	25.8	25.7	21051KS001																		 
																							 
Alamar Blue (Counts)																							 
168																							 
																							 
46067	1627	43538	43662	43024	42888	43571	44907	43282	43754	44254	43282	41769	43402	43319	42807	41788	41518	43201	43030	43863	42370	1690	45135
44648	1767	41450	41221	39851	40378	40281	40910	40823	40035	40117	39303	38954	39256	39310	39404	38666	38705	39201	40803	41340	40529	1762	44755
45673	1750	41225	42255	40258	40126	41328	40142	40403	40054	38412	37985	38195	38521	39045	39358	39019	38511	39080	40671	40880	40559	1732	43432
45307	1879	38461	40806	39514	39836	40175	38231	43100	39688	39018	38200	34901	39367	39164	39714	38825	36148	38464	39391	39297	36060	1850	44301
43478	1821	38491	38671	38070	36982	39214	37786	39249	37777	36102	35636	34981	37192	38179	36812	27537	36531	36156	36693	37769	35654	1655	41246
46260	1810	40399	38878	38270	37642	38551	39175	38747	38070	38403	35009	36082	37392	36633	37010	35089	35866	38350	37557	38195	35765	1713	42608
45373	1793	37725	38998	38188	37913	38519	40356	39333	39045	38230	33577	36753	37037	37193	39516	34444	36586	35532	37608	38489	38006	1795	42682
44272	1850	37696	38437	38076	38658	38918	38009	38224	5490	38608	35594	36431	37201	37255	38068	36660	37239	35706	38515	39020	37488	1747	42683
44407	1730	38285	39995	38539	7380	37508	38638	39149	41938	39505	36743	34113	33883	37970	38660	38231	36854	37428	37076	37505	35402	1781	43168
47625	1747	38270	39313	38383	38565	40241	38696	40426	41276	38985	37488	35920	37369	38004	39888	39273	38052	39631	37533	38558	37350	1637	44083
45558	1819	37661	38374	38544	37486	38216	38178	38941	38716	37759	37432	36768	38584	39695	39834	39207	39265	38065	38646	39434	35281	1681	43042
45142	1718	37559	38865	37407	38558	38202	39058	39549	39287	38692	37806	35485	38962	37423	39827	40041	38815	37961	37700	36775	38200	1731	41789
43798	1757	38743	40936	39680	41626	40756	38821	41618	42071	43298	40461	35398	39805	40144	41549	42386	38771	40129	39649	40621	35184	1689	43340
43825	1593	41120	39900	42072	39034	42392	41838	42238	42374	40652	39868	39304	40898	42350	40253	40812	41113	40985	40434	38774	38648	1584	42996
