Plate	Repeat	End time	Start temp.	End temp.	BarCode																		 
1	1	9:02:02 PM	25.2	25.2	15051KS001																		 
																							 
Alamar Blue (Counts)																							 
187																							 
																							 
41191	1631	39903	41999	40852	42091	41315	41353	41218	42058	41393	40290	40060	39303	40340	39855	40036	40478	39887	41574	41260	40106	1622	43138
40415	1685	39298	38270	39238	39253	37599	39285	40939	39860	40008	39180	39025	39230	39160	39367	39389	39462	40369	41023	39500	40031	1763	40442
41252	1614	39660	38192	38270	38648	39730	39563	39533	38941	39466	39479	38818	38172	38861	39537	39663	39175	39745	40528	39393	38663	1645	43040
40953	1704	35099	38403	38631	39019	39749	37271	39759	39598	37736	38970	35865	38554	39551	40034	38813	36192	38797	40252	39317	34713	1726	41018
39850	1797	35226	36142	36333	34967	36246	35858	36482	36254	33264	36820	35676	35208	37541	36361	37565	36243	37031	36542	36000	34799	1646	40835
39027	1713	35377	35483	35377	38944	36614	35665	35275	36545	37151	36042	36246	37754	37663	37637	36623	35274	36380	36086	37113	36489	1712	41476
40498	1696	34335	36323	35502	8946	36813	31951	37526	36222	37672	36625	36623	37545	36912	36629	37061	37230	36090	35728	35777	35608	1710	41498
42319	1690	34532	35377	35748	6110	37643	36796	36727	37441	37618	35713	36193	37050	37943	37625	36294	37051	35865	36402	35258	35677	1665	42392
42977	1744	36402	37283	36324	36761	35137	37169	36347	37442	26994	36956	36756	37392	37130	36918	37305	36655	36960	37119	35456	35197	1576	42098
43877	1691	34582	36872	35794	37076	37171	35581	37199	35635	36798	35308	36404	37392	36854	37413	36789	36510	35766	35573	35969	36544	1609	42316
42632	1688	35974	36013	37001	37171	21071	37209	37261	37380	37835	37037	36576	37286	38423	37400	37461	36338	36431	34890	35545	35500	1659	42018
41517	1643	35512	36393	36091	35781	37567	38034	38585	37401	37869	36156	36381	37742	36843	37398	38123	37760	36480	37012	36347	35667	1639	42114
41829	1678	35045	38975	38895	40058	39485	37100	40214	39716	39953	39297	36714	39307	39526	39923	40664	35529	38972	38912	38040	35483	1600	42854
42101	1655	38004	38589	38862	39597	40702	40176	39823	40128	39618	39504	40151	39101	40346	40281	39427	39439	38808	39514	38560	37007	1617	42341
